Invoice_ID,Product_Category,List_Price,Discount_Percent,Discount_Amount,Quantity,Net_Revenue,COGS,Gross_Margin,Gross_Margin_Percent,Customer_Segment,Sales_Channel,Invoice_Date,Discount_Tier
INV110421,Home & Kitchen,542.38,12.2,132.34,2,952.42,681.47,270.95,28.45,Retail,Marketplace,2025-04-26,Medium
INV110422,Beauty,1917.88,24.4,2339.81,5,7249.59,5347.32,1902.27,26.24,Retail,Marketplace,2025-03-09,High
INV110423,Apparel,907.48,28.5,1293.16,5,3244.24,2211.03,1033.21,31.85,Retail,Direct Website,2025-08-22,High
INV110424,Grocery,272.67,3.0,286.3,35,9257.15,6047.37,3209.78,34.67,Wholesale,Direct Website,2025-11-26,Low
INV110425,Grocery,1301.01,2.8,145.71,4,5058.33,2552.12,2506.21,49.55,Retail,Marketplace,2025-02-27,Low
INV110426,Apparel,3452.14,29.3,46527.94,46,112270.5,93368.5,18902.0,16.84,Wholesale,Marketplace,2025-02-04,High
INV110427,Grocery,1241.84,7.2,447.06,5,5762.14,3822.14,1940.0,33.67,Wholesale,Direct Website,2025-03-12,Low
INV110428,Electronics,18986.16,12.0,6835.02,3,50123.46,38746.46,11377.0,22.7,Retail,Direct Website,2025-01-28,Medium
INV110429,Grocery,1376.98,16.5,1136.01,5,5748.89,4285.43,1463.46,25.46,Retail,Direct Website,2025-05-02,Medium
INV110430,Electronics,6299.42,29.1,7332.52,4,17865.16,15720.16,2145.0,12.01,Retail,Direct Website,2025-07-02,High
INV110431,Electronics,21641.06,12.4,5366.98,2,37915.14,26657.45,11257.69,29.69,Retail,Marketplace,2025-04-07,Medium
INV110432,Beauty,562.11,12.2,68.58,1,493.53,243.23,250.3,50.72,Retail,Marketplace,2025-12-05,Medium
INV110433,Home & Kitchen,5209.58,14.3,3724.85,5,22323.05,13915.64,8407.41,37.66,Retail,Direct Website,2025-04-14,Medium
INV110434,Footwear,4461.68,17.8,3176.72,4,14670.0,10892.96,3777.04,25.75,Retail,Marketplace,2025-05-23,Medium
INV110435,Home & Kitchen,1576.48,31.4,495.01,1,1081.47,977.06,104.41,9.65,Retail,Direct Website,2025-09-19,Very High
INV110436,Apparel,1415.39,19.3,546.34,2,2284.44,1561.92,722.52,31.63,Retail,Direct Website,2025-09-21,Medium
INV110437,Home & Kitchen,5593.92,9.5,531.42,1,5062.5,3427.19,1635.31,32.3,Retail,Direct Website,2025-06-04,Low
INV110438,Home & Kitchen,3755.21,0.0,0.0,2,7510.42,5074.45,2435.97,32.43,Retail,Direct Website,2025-03-26,No Discount
INV110439,Home & Kitchen,1943.06,18.0,699.5,2,3186.62,2311.98,874.64,27.45,Retail,In-Store,2025-08-02,Medium
INV110440,Grocery,1089.32,0.0,0.0,47,51198.04,25740.18,25457.86,49.72,Wholesale,Direct Website,2025-01-07,No Discount
INV110441,Grocery,719.22,0.0,0.0,1,719.22,447.7,271.52,37.75,Retail,In-Store,2025-12-02,No Discount
INV110442,Footwear,2231.24,12.2,1361.06,5,9795.14,6632.84,3162.3,32.28,Retail,Direct Website,2025-07-09,Medium
INV110443,Footwear,4289.99,19.6,36996.87,44,151762.69,95321.6,56441.09,37.19,Wholesale,In-Store,2025-04-08,Medium
INV110444,Apparel,3267.51,35.1,5734.48,5,10603.07,9140.66,1462.41,13.79,Retail,Marketplace,2025-07-17,Very High
INV110445,Grocery,869.93,0.0,0.0,5,4349.65,2481.81,1867.84,42.94,Retail,Marketplace,2025-05-10,No Discount
INV110446,Home & Kitchen,1663.38,0.0,0.0,22,36594.36,19130.55,17463.81,47.72,Wholesale,Marketplace,2025-09-27,No Discount
INV110447,Grocery,1119.96,0.0,0.0,3,3359.88,1886.19,1473.69,43.86,Retail,Marketplace,2025-12-18,No Discount
INV110448,Home & Kitchen,1429.52,7.1,4262.83,42,55777.01,33977.71,21799.3,39.08,Wholesale,Marketplace,2025-10-04,Low
INV110449,Footwear,2027.37,21.7,1319.82,3,4762.29,3567.48,1194.81,25.09,Retail,Direct Website,2025-05-01,High
INV110450,Grocery,910.8,24.5,446.29,2,1375.31,1193.37,181.94,13.23,Retail,Direct Website,2025-01-08,High
INV110451,Footwear,5268.58,22.6,1190.7,1,4077.88,3232.11,845.77,20.74,Retail,Marketplace,2025-07-10,High
INV110452,Grocery,139.59,14.9,41.6,2,237.58,191.01,46.57,19.6,Retail,Marketplace,2025-03-17,Medium
INV110453,Footwear,3838.38,16.8,2579.39,4,12774.13,9463.36,3310.77,25.92,Retail,Direct Website,2025-09-09,Medium
INV110454,Grocery,1291.81,9.5,3436.21,28,32734.47,21349.54,11384.93,34.78,Wholesale,Direct Website,2025-01-01,Low
INV110455,Home & Kitchen,4001.97,23.7,2845.4,3,9160.51,7425.12,1735.39,18.94,Retail,Marketplace,2025-12-24,High
INV110456,Apparel,1465.44,21.7,636.0,2,2294.88,1575.29,719.59,31.36,Retail,Marketplace,2025-09-09,High
INV110457,Home & Kitchen,996.31,0.0,0.0,5,4981.55,2725.78,2255.77,45.28,Retail,Direct Website,2025-11-23,No Discount
INV110458,Electronics,21362.39,8.0,6835.96,4,78613.6,51649.13,26964.47,34.3,Retail,Marketplace,2025-09-07,Low
INV110459,Beauty,1944.25,0.0,0.0,2,3888.5,2369.04,1519.46,39.08,Retail,Direct Website,2025-09-11,No Discount
INV110460,Home & Kitchen,3097.75,0.0,0.0,4,12391.0,7345.43,5045.57,40.72,Retail,Direct Website,2025-07-19,No Discount
INV110461,Beauty,2791.11,17.2,960.14,2,4622.08,3232.54,1389.54,30.06,Retail,Direct Website,2025-11-08,Medium
INV110462,Footwear,3424.67,3.7,253.43,2,6595.91,3927.7,2668.21,40.45,Retail,Direct Website,2025-02-06,Low
INV110463,Footwear,4369.73,17.5,3058.81,4,14420.11,11457.68,2962.43,20.54,Retail,Direct Website,2025-10-21,Medium
INV110464,Electronics,23406.44,26.2,6132.49,1,17273.95,13059.16,4214.79,24.4,Retail,Marketplace,2025-09-12,High
INV110465,Home & Kitchen,1838.6,25.2,1853.31,4,5501.09,3870.53,1630.56,29.64,Corporate,Marketplace,2025-05-21,High
INV110466,Home & Kitchen,853.35,6.3,161.28,3,2398.77,1434.85,963.92,40.18,Retail,In-Store,2025-07-25,Low
INV110467,Home & Kitchen,1451.17,11.6,505.01,3,3848.5,2538.83,1309.67,34.03,Retail,Direct Website,2025-02-16,Medium
INV110468,Grocery,93.75,11.3,328.41,31,2577.84,1526.5,1051.34,40.78,Wholesale,Marketplace,2025-04-10,Medium
INV110469,Beauty,2462.53,7.5,554.07,3,6833.52,4284.45,2549.07,37.3,Corporate,In-Store,2025-02-06,Low
INV110470,Beauty,2697.44,1.6,129.48,3,7962.84,5395.19,2567.65,32.25,Retail,Direct Website,2025-05-17,Low
INV110471,Footwear,940.9,9.4,88.44,1,852.46,580.38,272.08,31.92,Retail,In-Store,2025-07-07,Low
INV110472,Grocery,1384.22,8.9,369.59,3,3783.07,2294.18,1488.89,39.36,Retail,In-Store,2025-05-19,Low
INV110473,Electronics,20445.24,6.1,6235.8,5,95990.4,53113.18,42877.22,44.67,Retail,Marketplace,2025-07-07,Low
INV110474,Grocery,1474.25,0.0,0.0,4,5897.0,3686.09,2210.91,37.49,Retail,Direct Website,2025-05-28,No Discount
INV110475,Home & Kitchen,2327.68,17.0,395.71,1,1931.97,1468.1,463.87,24.01,Retail,Marketplace,2025-11-13,Medium
INV110476,Apparel,3320.37,24.0,796.89,1,2523.48,2123.25,400.23,15.86,Retail,In-Store,2025-01-19,High
INV110477,Electronics,14076.03,27.2,11486.04,3,30742.05,28275.44,2466.61,8.02,Retail,Direct Website,2025-08-04,High
INV110478,Home & Kitchen,4836.56,0.0,0.0,5,24182.8,14830.9,9351.9,38.67,Retail,Marketplace,2025-10-13,No Discount
INV110479,Home & Kitchen,2959.6,2.1,248.61,4,11589.79,7930.94,3658.85,31.57,Retail,In-Store,2025-03-12,Low
INV110480,Apparel,2388.01,7.2,7565.22,44,97507.22,57860.89,39646.33,40.66,Wholesale,Direct Website,2025-08-18,Low
INV110481,Grocery,594.58,7.6,225.94,5,2746.96,1984.51,762.45,27.76,Retail,Marketplace,2025-02-19,Low
INV110482,Grocery,1054.22,0.0,0.0,2,2108.44,948.8,1159.64,55.0,Corporate,Direct Website,2025-06-13,No Discount
INV110483,Apparel,1196.83,27.9,1001.75,3,2588.74,2483.78,104.96,4.05,Retail,Direct Website,2025-04-27,High
INV110484,Electronics,23818.51,11.7,30654.42,11,231349.19,156598.28,74750.91,32.31,Wholesale,In-Store,2025-05-19,Medium
INV110485,Grocery,1406.03,6.2,261.52,3,3956.57,2422.25,1534.32,38.78,Corporate,In-Store,2025-01-04,Low
INV110486,Electronics,4811.56,16.7,803.53,1,4008.03,2896.08,1111.95,27.74,Retail,Marketplace,2025-01-06,Medium
INV110487,Footwear,3413.85,0.0,0.0,3,10241.55,6729.86,3511.69,34.29,Corporate,Marketplace,2025-07-24,No Discount
INV110488,Beauty,2888.05,4.4,381.22,3,8282.93,4488.91,3794.02,45.81,Retail,Direct Website,2025-06-06,Low
INV110489,Apparel,2358.45,22.0,2075.44,4,7358.36,5265.86,2092.5,28.44,Retail,Marketplace,2025-03-21,High
INV110490,Apparel,2184.24,4.4,384.43,4,8352.53,4776.35,3576.18,42.82,Retail,Direct Website,2025-06-18,Low
INV110491,Electronics,6375.75,3.1,592.94,3,18534.31,10598.17,7936.14,42.82,Retail,Marketplace,2025-09-10,Low
INV110492,Apparel,1136.08,7.4,84.07,1,1052.01,728.65,323.36,30.74,Retail,Marketplace,2025-07-23,Low
INV110493,Electronics,2754.33,26.7,3677.03,5,10094.62,10023.15,71.47,0.71,Retail,Direct Website,2025-08-14,High
INV110494,Beauty,2978.09,5.1,759.41,5,14131.04,7267.18,6863.86,48.57,Retail,Marketplace,2025-05-06,Low
INV110495,Electronics,20679.72,0.0,0.0,3,62039.16,35834.19,26204.97,42.24,Retail,In-Store,2025-11-23,No Discount
INV110496,Beauty,1778.46,5.1,90.7,1,1687.76,1103.14,584.62,34.64,Retail,Direct Website,2025-06-03,Low
INV110497,Beauty,1271.64,17.7,900.32,4,4186.24,3184.66,1001.58,23.93,Retail,Direct Website,2025-10-12,Medium
INV110498,Apparel,2477.78,25.4,1258.71,2,3696.85,2547.34,1149.51,31.09,Retail,Direct Website,2025-07-23,High
INV110499,Electronics,10842.34,4.9,1593.82,3,30933.2,16698.91,14234.29,46.02,Retail,Marketplace,2025-02-03,Low
INV110500,Electronics,24450.93,5.9,5770.42,4,92033.3,41414.98,50618.32,55.0,Retail,Direct Website,2025-03-21,Low
INV110501,Electronics,18415.0,7.0,6445.25,5,85629.75,57272.1,28357.65,33.12,Retail,Marketplace,2025-04-26,Low
INV110502,Grocery,1262.83,8.4,106.08,1,1156.75,581.33,575.42,49.74,Retail,In-Store,2025-04-24,Low
INV110503,Apparel,3981.63,9.4,3368.46,9,32466.21,21516.45,10949.76,33.73,Wholesale,Marketplace,2025-09-11,Low
INV110504,Grocery,1209.12,26.8,648.09,2,1770.15,1479.12,291.03,16.44,Corporate,Marketplace,2025-11-03,High
INV110505,Home & Kitchen,2943.87,19.8,2914.43,5,11804.92,8992.7,2812.22,23.82,Retail,Marketplace,2025-10-06,Medium
INV110506,Home & Kitchen,2135.98,7.7,822.35,5,9857.55,6291.89,3565.66,36.17,Retail,Marketplace,2025-12-14,Low
INV110507,Beauty,1717.21,12.5,1287.91,6,9015.35,6020.34,2995.01,33.22,Wholesale,Marketplace,2025-08-03,Medium
INV110508,Grocery,424.01,8.3,422.31,12,4665.81,2635.66,2030.15,43.51,Wholesale,Direct Website,2025-10-12,Low
INV110509,Apparel,3778.32,1.5,226.7,4,14886.58,9381.35,5505.23,36.98,Retail,In-Store,2025-10-07,Low
INV110510,Electronics,12148.76,1.5,546.69,3,35899.59,23091.62,12807.97,35.68,Retail,Direct Website,2025-07-01,Low
INV110511,Beauty,332.37,6.2,103.03,5,1558.82,1037.0,521.82,33.48,Retail,In-Store,2025-12-17,Low
INV110512,Apparel,3078.62,1.6,98.52,2,6058.72,3504.12,2554.6,42.16,Corporate,In-Store,2025-02-27,Low
INV110513,Home & Kitchen,5815.13,1.8,314.02,3,17131.37,10018.2,7113.17,41.52,Retail,Direct Website,2025-04-22,Low
INV110514,Beauty,2460.85,0.0,0.0,1,2460.85,1355.74,1105.11,44.91,Retail,Marketplace,2025-07-25,No Discount
INV110515,Home & Kitchen,3294.33,13.8,1818.47,4,11358.85,7485.63,3873.22,34.1,Retail,Direct Website,2025-08-21,Medium
INV110516,Beauty,1369.37,26.8,1467.96,4,4009.52,3037.9,971.62,24.23,Retail,In-Store,2025-06-12,High
INV110517,Beauty,1950.02,0.0,0.0,44,85800.88,50626.83,35174.05,40.99,Wholesale,Direct Website,2025-11-10,No Discount
INV110518,Grocery,827.61,0.0,0.0,38,31449.18,17665.82,13783.36,43.83,Wholesale,Marketplace,2025-03-17,No Discount
INV110519,Grocery,1421.05,18.2,1293.16,5,5812.09,4349.76,1462.33,25.16,Corporate,Marketplace,2025-08-08,Medium
INV110520,Beauty,1555.69,25.5,1190.1,3,3476.97,2093.05,1383.92,39.8,Retail,Direct Website,2025-09-05,High
INV110521,Grocery,910.05,16.3,593.35,4,3046.85,2353.64,693.21,22.75,Corporate,Marketplace,2025-05-07,Medium
INV110522,Footwear,2910.87,13.2,12295.51,32,80852.33,56619.67,24232.66,29.97,Wholesale,Direct Website,2025-04-10,Medium
INV110523,Home & Kitchen,4113.04,34.5,48245.96,34,91597.4,74169.75,17427.65,19.03,Wholesale,Direct Website,2025-02-12,Very High
INV110524,Home & Kitchen,3258.68,31.1,3040.35,3,6735.69,5590.86,1144.83,17.0,Retail,Marketplace,2025-08-17,Very High
INV110525,Grocery,1478.74,16.9,1249.54,5,6144.16,4347.11,1797.05,29.25,Retail,Marketplace,2025-07-05,Medium
INV110526,Beauty,520.66,2.1,32.8,3,1529.18,843.93,685.25,44.81,Retail,Marketplace,2025-06-03,Low
INV110527,Electronics,16573.24,18.0,14915.92,5,67950.28,58914.73,9035.55,13.3,Corporate,Direct Website,2025-02-02,Medium
INV110528,Footwear,2099.61,15.5,325.44,1,1774.17,1440.44,333.73,18.81,Retail,Marketplace,2025-11-22,Medium
INV110529,Electronics,3582.04,24.9,2675.78,3,8070.34,6022.25,2048.09,25.38,Retail,Marketplace,2025-09-10,High
INV110530,Grocery,600.05,2.1,12.6,1,587.45,332.7,254.75,43.36,Retail,Direct Website,2025-01-13,Low
INV110531,Grocery,328.82,13.8,136.13,3,850.33,597.13,253.2,29.78,Retail,Marketplace,2025-04-10,Medium
INV110532,Footwear,5888.34,23.0,4062.95,3,13602.07,10534.9,3067.17,22.55,Retail,Marketplace,2025-07-10,High
INV110533,Electronics,13402.89,11.7,1568.14,1,11834.75,9575.82,2258.93,19.09,Retail,Marketplace,2025-06-11,Medium
INV110534,Beauty,2848.48,15.4,1316.0,3,7229.44,5025.03,2204.41,30.49,Retail,Direct Website,2025-07-16,Medium
INV110535,Home & Kitchen,2884.18,19.3,2226.59,4,9310.13,8001.47,1308.66,14.06,Retail,Marketplace,2025-08-28,Medium
INV110536,Apparel,3116.22,1.1,719.85,21,64720.77,32033.18,32687.59,50.51,Wholesale,Direct Website,2025-07-16,Low
INV110537,Electronics,3324.72,14.6,485.41,1,2839.31,2154.48,684.83,24.12,Corporate,Direct Website,2025-04-19,Medium
INV110538,Beauty,673.24,31.9,10738.18,50,22923.82,19444.87,3478.95,15.18,Wholesale,Marketplace,2025-02-17,Very High
INV110539,Home & Kitchen,3378.74,0.0,0.0,3,10136.22,5018.88,5117.34,50.49,Retail,Marketplace,2025-02-17,No Discount
INV110540,Electronics,2583.25,0.0,0.0,1,2583.25,1410.98,1172.27,45.38,Retail,Marketplace,2025-05-13,No Discount
INV110541,Beauty,2979.5,12.4,738.92,2,5220.08,3647.88,1572.2,30.12,Retail,Direct Website,2025-04-19,Medium
INV110542,Grocery,559.05,15.1,422.08,5,2373.17,1732.63,640.54,26.99,Retail,Direct Website,2025-09-14,Medium
INV110543,Grocery,389.25,19.3,225.38,3,942.37,680.1,262.27,27.83,Retail,Marketplace,2025-10-07,Medium
INV110544,Footwear,1743.57,28.5,1490.75,3,3739.96,3090.25,649.71,17.37,Corporate,Direct Website,2025-11-23,High
INV110545,Home & Kitchen,2966.85,19.6,2326.01,4,9541.39,7598.39,1943.0,20.36,Retail,Direct Website,2025-10-10,Medium
INV110546,Footwear,1174.05,14.9,174.93,1,999.12,578.17,420.95,42.13,Retail,Direct Website,2025-03-05,Medium
INV110547,Footwear,3750.2,29.2,1095.06,1,2655.14,2288.57,366.57,13.81,Retail,Marketplace,2025-02-25,High
INV110548,Apparel,888.86,24.3,215.99,1,672.87,576.89,95.98,14.26,Retail,Direct Website,2025-08-04,High
INV110549,Electronics,22259.05,5.1,4540.85,4,84495.35,50578.63,33916.72,40.14,Retail,Direct Website,2025-08-27,Low
INV110550,Home & Kitchen,2344.91,12.1,851.2,3,6183.53,4054.94,2128.59,34.42,Retail,Direct Website,2025-12-11,Medium
INV110551,Home & Kitchen,4351.56,43.3,7536.9,4,9869.34,9146.82,722.52,7.32,Retail,Marketplace,2025-01-03,Very High
INV110552,Beauty,1162.67,1.2,41.86,3,3446.15,2040.49,1405.66,40.79,Corporate,Direct Website,2025-10-25,Low
INV110553,Beauty,727.17,26.8,6041.33,31,16500.94,12657.35,3843.59,23.29,Wholesale,Marketplace,2025-04-20,High
INV110554,Grocery,570.72,0.0,0.0,5,2853.6,1663.52,1190.08,41.7,Retail,Marketplace,2025-03-27,No Discount
INV110555,Home & Kitchen,5983.63,12.4,2967.88,4,20966.64,13916.22,7050.42,33.63,Corporate,Marketplace,2025-03-06,Medium
INV110556,Electronics,10731.76,19.2,6181.49,3,26013.79,16852.17,9161.62,35.22,Retail,Marketplace,2025-07-15,Medium
INV110557,Footwear,3559.07,11.9,1270.59,3,9406.62,6548.83,2857.79,30.38,Retail,Direct Website,2025-02-25,Medium
INV110558,Apparel,1195.52,18.0,645.58,3,2940.98,2256.96,684.02,23.26,Retail,Direct Website,2025-07-14,Medium
INV110559,Footwear,1263.45,8.9,224.89,2,2302.01,1930.2,371.81,16.15,Corporate,Direct Website,2025-05-02,Low
INV110560,Electronics,23259.03,3.2,1488.58,2,45029.48,25258.09,19771.39,43.91,Retail,Marketplace,2025-10-08,Low
INV110561,Footwear,1842.18,1.8,99.48,3,5427.06,3666.02,1761.04,32.45,Retail,Marketplace,2025-06-04,Low
INV110562,Electronics,15347.52,7.5,32229.79,28,397500.77,267651.93,129848.84,32.67,Wholesale,Marketplace,2025-04-28,Low
INV110563,Apparel,535.72,39.0,8566.16,41,13398.36,13290.98,107.38,0.8,Wholesale,Marketplace,2025-10-18,Very High
INV110564,Electronics,10807.72,6.0,648.46,1,10159.26,6019.91,4139.35,40.74,Retail,Marketplace,2025-11-09,Low
INV110565,Grocery,1308.43,2.2,28.79,1,1279.64,735.27,544.37,42.54,Retail,Marketplace,2025-04-03,Low
INV110566,Footwear,3800.87,22.8,866.6,1,2934.27,2214.18,720.09,24.54,Retail,Marketplace,2025-10-03,High
INV110567,Home & Kitchen,4458.88,2.8,249.7,2,8668.06,4444.6,4223.46,48.72,Retail,Direct Website,2025-05-07,Low
INV110568,Footwear,3947.12,18.2,3591.88,5,16143.72,11199.96,4943.76,30.62,Retail,Direct Website,2025-01-12,Medium
INV110569,Beauty,2620.91,2.2,288.3,5,12816.25,6448.39,6367.86,49.69,Wholesale,Marketplace,2025-07-21,Low
INV110570,Beauty,2253.68,0.0,0.0,2,4507.36,2385.16,2122.2,47.08,Retail,Marketplace,2025-12-28,No Discount
INV110571,Grocery,59.58,8.2,19.54,4,218.78,170.48,48.3,22.08,Corporate,Direct Website,2025-02-07,Low
INV110572,Apparel,1750.37,24.3,1276.02,3,3975.09,3123.25,851.84,21.43,Retail,In-Store,2025-06-13,High
INV110573,Home & Kitchen,1073.02,0.0,0.0,3,3219.06,1756.09,1462.97,45.45,Retail,Marketplace,2025-05-21,No Discount
INV110574,Footwear,3432.48,0.0,0.0,12,41189.76,24147.15,17042.61,41.38,Wholesale,In-Store,2025-06-19,No Discount
INV110575,Footwear,1684.56,25.3,852.39,2,2516.73,2019.51,497.22,19.76,Retail,Direct Website,2025-08-28,High
INV110576,Footwear,5790.69,0.0,0.0,1,5790.69,3290.2,2500.49,43.18,Corporate,In-Store,2025-02-06,No Discount
INV110577,Footwear,5854.59,12.0,702.55,1,5152.04,3554.93,1597.11,31.0,Retail,Direct Website,2025-07-20,Medium
INV110578,Electronics,3666.74,25.5,4675.09,5,13658.61,10200.12,3458.49,25.32,Corporate,Marketplace,2025-05-01,High
INV110579,Grocery,66.56,6.0,19.97,5,312.83,203.77,109.06,34.86,Retail,Marketplace,2025-06-05,Low
INV110580,Home & Kitchen,4150.24,14.9,26590.59,43,151869.73,126129.62,25740.11,16.95,Wholesale,Direct Website,2025-07-12,Medium
INV110581,Footwear,4756.56,22.6,4299.93,4,14726.31,11166.1,3560.21,24.18,Retail,Marketplace,2025-05-17,High
INV110582,Home & Kitchen,2620.04,14.1,738.85,2,4501.23,2635.79,1865.44,41.44,Retail,In-Store,2025-04-15,Medium
INV110583,Beauty,2599.8,15.5,2014.85,5,10984.15,7843.26,3140.89,28.59,Retail,Direct Website,2025-06-24,Medium
INV110584,Beauty,2492.98,0.0,0.0,4,9971.92,4965.72,5006.2,50.2,Retail,Marketplace,2025-02-18,No Discount
INV110585,Apparel,3820.28,0.0,0.0,4,15281.12,8447.74,6833.38,44.72,Corporate,Marketplace,2025-11-03,No Discount
INV110586,Electronics,19533.36,2.6,1015.73,2,38050.99,25600.08,12450.91,32.72,Retail,Direct Website,2025-07-27,Low
INV110587,Footwear,5193.76,0.0,0.0,2,10387.52,6159.09,4228.43,40.71,Retail,Direct Website,2025-03-17,No Discount
INV110588,Grocery,159.24,11.3,35.99,2,282.49,210.31,72.18,25.55,Retail,In-Store,2025-06-13,Medium
INV110589,Electronics,19832.69,0.0,0.0,1,19832.69,10590.55,9242.14,46.6,Retail,Marketplace,2025-07-14,No Discount
INV110590,Grocery,185.52,0.0,0.0,2,371.04,189.46,181.58,48.94,Retail,Marketplace,2025-07-20,No Discount
INV110591,Beauty,2270.09,0.0,0.0,3,6810.27,3602.78,3207.49,47.1,Retail,Marketplace,2025-03-10,No Discount
INV110592,Home & Kitchen,577.8,9.9,286.01,5,2602.99,1722.45,880.54,33.83,Retail,In-Store,2025-12-16,Low
INV110593,Apparel,3097.05,0.0,0.0,1,3097.05,1957.18,1139.87,36.8,Retail,Direct Website,2025-04-05,No Discount
INV110594,Footwear,2294.39,9.5,435.93,2,4152.85,3308.95,843.9,20.32,Retail,Marketplace,2025-01-18,Low
INV110595,Grocery,873.55,2.8,73.38,3,2547.27,1410.76,1136.51,44.62,Corporate,Marketplace,2025-07-04,Low
INV110596,Beauty,422.92,42.3,357.79,2,488.05,436.81,51.24,10.5,Retail,In-Store,2025-08-06,Very High
INV110597,Beauty,2721.38,16.5,2245.14,5,11361.76,6977.22,4384.54,38.59,Retail,Direct Website,2025-01-23,Medium
INV110598,Electronics,24279.98,5.0,3642.0,3,69197.94,42091.18,27106.76,39.17,Retail,Marketplace,2025-10-25,Low
INV110599,Home & Kitchen,1545.01,8.1,500.58,4,5679.46,3030.07,2649.39,46.65,Retail,In-Store,2025-01-14,Low
INV110600,Apparel,559.52,27.3,458.25,3,1220.31,978.4,241.91,19.82,Retail,Direct Website,2025-05-03,High
INV110601,Apparel,1128.37,16.2,365.59,2,1891.15,1328.19,562.96,29.77,Retail,Direct Website,2025-04-20,Medium
INV110602,Grocery,251.16,6.1,76.6,5,1179.2,830.22,348.98,29.59,Retail,Direct Website,2025-12-07,Low
INV110603,Footwear,2021.21,12.2,739.76,3,5323.87,3934.73,1389.14,26.09,Corporate,Direct Website,2025-07-18,Medium
INV110604,Home & Kitchen,2614.01,15.8,1652.05,4,8803.99,6239.33,2564.66,29.13,Corporate,Direct Website,2025-09-18,Medium
INV110605,Apparel,3836.74,40.8,1565.39,1,2271.35,2047.72,223.63,9.85,Retail,Marketplace,2025-03-12,Very High
INV110606,Beauty,2910.29,1.0,116.41,4,11524.75,7344.24,4180.51,36.27,Retail,Direct Website,2025-10-06,Low
INV110607,Footwear,3648.39,24.6,4487.52,5,13754.43,9771.54,3982.89,28.96,Retail,Direct Website,2025-02-07,High
INV110608,Grocery,1422.61,9.1,388.37,3,3879.46,2334.4,1545.06,39.83,Retail,Marketplace,2025-05-08,Low
INV110609,Footwear,2726.79,15.2,1243.42,3,6936.95,4229.67,2707.28,39.03,Retail,In-Store,2025-03-04,Medium
INV110610,Beauty,2041.77,7.4,755.45,5,9453.4,4254.03,5199.37,55.0,Retail,Marketplace,2025-08-26,Low
INV110611,Grocery,359.89,9.6,138.2,4,1301.36,745.58,555.78,42.71,Retail,Marketplace,2025-12-25,Low
INV110612,Electronics,23970.51,11.4,13663.19,5,106189.36,78562.48,27626.88,26.02,Retail,Marketplace,2025-04-20,Medium
INV110613,Home & Kitchen,5666.25,15.2,2583.81,3,14414.94,11325.13,3089.81,21.43,Retail,In-Store,2025-06-23,Medium
INV110614,Home & Kitchen,2393.14,7.7,9213.59,50,110443.41,72073.11,38370.3,34.74,Wholesale,Direct Website,2025-06-18,Low
INV110615,Beauty,1318.09,18.5,487.69,2,2148.49,1654.38,494.11,23.0,Retail,Direct Website,2025-07-19,Medium
INV110616,Footwear,1875.56,24.2,453.89,1,1421.67,1175.93,245.74,17.29,Retail,Marketplace,2025-03-02,High
INV110617,Footwear,2506.93,4.8,601.66,5,11932.99,6612.98,5320.01,44.58,Retail,Marketplace,2025-05-10,Low
INV110618,Electronics,5004.0,19.3,3863.09,4,16152.91,11605.16,4547.75,28.15,Retail,Direct Website,2025-03-13,Medium
INV110619,Electronics,18602.69,17.5,3255.47,1,15347.22,12444.76,2902.46,18.91,Retail,Marketplace,2025-04-03,Medium
INV110620,Home & Kitchen,4575.91,24.8,2269.65,2,6882.17,6096.25,785.92,11.42,Retail,In-Store,2025-03-20,High
INV110621,Apparel,2506.0,12.1,909.68,3,6608.32,4722.06,1886.26,28.54,Retail,Marketplace,2025-08-24,Medium
INV110622,Beauty,422.19,23.2,195.9,2,648.48,487.58,160.9,24.81,Retail,In-Store,2025-05-26,High
INV110623,Footwear,1969.5,14.5,285.58,1,1683.92,1370.96,312.96,18.59,Retail,Direct Website,2025-04-17,Medium
INV110624,Footwear,576.01,0.0,0.0,1,576.01,361.98,214.03,37.16,Retail,Marketplace,2025-08-16,No Discount
INV110625,Beauty,674.56,16.0,323.79,3,1699.89,1371.84,328.05,19.3,Retail,Direct Website,2025-01-10,Medium
INV110626,Grocery,277.31,8.2,45.48,2,509.14,338.95,170.19,33.43,Retail,In-Store,2025-12-01,Low
INV110627,Beauty,2914.7,6.5,568.37,3,8175.73,5372.22,2803.51,34.29,Retail,Marketplace,2025-09-08,Low
INV110628,Apparel,965.78,13.2,382.45,3,2514.89,1546.86,968.03,38.49,Retail,Direct Website,2025-06-05,Medium
INV110629,Beauty,1072.04,19.1,1023.8,5,4336.4,2694.7,1641.7,37.86,Retail,Marketplace,2025-03-04,Medium
INV110630,Beauty,2587.42,24.1,1247.14,2,3927.7,2908.7,1019.0,25.94,Retail,Marketplace,2025-06-25,High
INV110631,Grocery,522.71,11.1,174.06,3,1394.07,942.12,451.95,32.42,Retail,In-Store,2025-05-06,Medium
INV110632,Apparel,3724.84,15.1,1687.35,3,9487.17,6921.38,2565.79,27.04,Retail,Marketplace,2025-08-10,Medium
INV110633,Home & Kitchen,2961.61,12.2,1445.27,4,10401.17,6541.5,3859.67,37.11,Retail,Marketplace,2025-06-13,Medium
